loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,loan_status
20000,20000, 36 months,12.53,669.33,C,C1,1
16000,16000, 60 months,17.99,406.21,D,D2,1
25000,25000, 60 months,17.99,634.7,D,D2,1
9600,9600, 36 months,17.1,342.75,C,C5,1
25000,25000, 60 months,8.24,509.79,B,B1,1
8500,8500, 36 months,13.65,289.07,C,C1,1
18000,18000, 60 months,11.99,400.31,B,B5,1
21000,21000, 36 months,16.02,738.51,C,C5,1
15000,15000, 36 months,12.13,499.15,B,B5,1
8400,8400, 36 months,12.88,282.55,C,C2,1
36000,36000, 36 months,9.93,1160.44,B,B2,1
4000,4000, 36 months,9.99,129.05,B,B3,1
12000,12000, 36 months,12.99,404.27,B,B5,1
18000,18000, 36 months,7.69,561.49,A,A4,1
12000,12000, 36 months,10.49,389.98,B,B3,1
5000,5000, 36 months,13.67,170.09,B,B5,1
10000,10000, 36 months,11.99,332.1,B,B3,1
11200,11200, 36 months,7.89,350.4,A,A5,1
12000,12000, 36 months,13.11,404.97,B,B4,1
10400,10400, 36 months,13.98,355.35,C,C1,1
32000,32000, 36 months,11.49,1055.09,B,B5,1
13000,13000, 36 months,7.69,405.52,A,A4,1
6000,6000, 36 months,15.31,208.91,C,C3,1
10000,10000, 36 months,9.44,320.05,B,B1,1
10000,10000, 36 months,7.35,310.38,A,A4,1
2000,2000, 36 months,12.49,66.9,B,B5,1
9000,9000, 36 months,9.63,288.85,A,A5,1
12000,12000, 36 months,6.92,370.09,A,A4,1
7000,7000, 36 months,12.39,233.81,C,C1,1
10000,10000, 36 months,11.39,329.24,B,B3,1
17000,17000, 36 months,13.33,575.51,C,C3,1
5000,5000, 36 months,11.49,164.86,B,B5,1
10000,10000, 36 months,18.49,363.99,D,D2,1
12225,12225, 36 months,11.44,402.79,B,B4,1
3000,3000, 36 months,13.99,102.52,C,C4,1
20000,20000, 36 months,8.9,635.07,A,A5,1
12750,12750, 36 months,6.11,388.52,A,A1,1
4475,4475, 36 months,9.16,142.64,B,B2,1
9000,9000, 36 months,12.61,301.56,C,C1,1
28000,28000, 36 months,7.89,876,A,A5,1
8000,8000, 36 months,7.89,250.29,A,A5,1
20700,20700, 36 months,16.99,737.91,D,D1,1
22500,22500, 60 months,16.99,559.07,D,D3,1
16500,16500, 60 months,14.46,387.88,C,C4,1
21000,21000, 60 months,20.2,558.72,E,E3,1
6400,6400, 36 months,11.99,212.55,B,B3,1
32500,32500, 60 months,12.69,734.33,C,C2,1
14000,14000, 36 months,9.49,448.4,B,B2,1
6000,6000, 36 months,8.18,188.52,B,B1,1
17675,17675, 36 months,11.99,586.98,C,C1,1
20000,20000, 60 months,19.52,524.56,E,E2,1
19200,19200, 60 months,9.44,402.68,B,B1,1
2000,2000, 36 months,12.99,67.38,C,C2,1
10000,10000, 36 months,6.03,304.36,A,A1,1
6500,6500, 36 months,11.49,214.32,B,B5,1
9525,9525, 36 months,14.99,330.15,C,C5,1
25000,25000, 36 months,10.78,815.87,B,B4,1
15000,15000, 60 months,15.61,361.67,C,C5,1
10200,10200, 36 months,13.59,346.59,C,C2,1
15000,15000, 36 months,11.53,494.86,B,B5,1
9000,9000, 36 months,14.3,308.92,C,C1,1
16000,16000, 60 months,9.99,339.88,B,B3,1
7500,7500, 36 months,12.74,251.77,C,C1,1
5000,5000, 36 months,9.91,161.13,B,B1,1
25000,25000, 36 months,5.32,752.87,A,A1,1
2500,2500, 36 months,8.24,78.62,B,B1,1
35000,35000, 60 months,13.33,802.29,C,C3,1
1400,1400, 36 months,24.08,54.99,F,F2,1
10200,10200, 36 months,6.49,312.58,A,A2,1
8000,8000, 36 months,11.53,263.93,B,B5,1
12000,12000, 36 months,7.9,375.49,A,A4,1
35000,35000, 36 months,16.55,1240.03,D,D2,1
8000,8000, 36 months,6.39,244.8,A,A2,1
8000,8000, 36 months,7.88,250.25,A,A5,1
4000,4000, 36 months,7.9,125.17,A,A4,1
16000,16000, 36 months,5.32,481.84,A,A1,1
6875,6875, 36 months,14.99,238.3,C,C5,1
23875,23875, 60 months,24.99,700.63,F,F4,1
28000,28000, 60 months,18.55,719.43,E,E2,1
10000,10000, 36 months,9.16,318.75,B,B2,1
10000,10000, 36 months,11.49,329.72,B,B5,1
10000,10000, 36 months,12.29,333.53,C,C1,1
6200,6200, 36 months,11.49,204.43,B,B5,1
9600,9600, 36 months,9.44,307.25,B,B1,1
10000,10000, 36 months,9.99,322.63,B,B4,1
16000,16000, 60 months,13.33,366.76,C,C3,1
14000,14000, 36 months,9.99,451.68,B,B3,1
6500,6500, 36 months,26.3,262.93,E,E5,1
5000,5000, 36 months,7.49,155.51,A,A4,1
28500,28500, 60 months,20.2,758.26,E,E3,1
7000,7000, 36 months,6.07,213.18,A,A2,1
4800,4800, 36 months,12.69,161.02,C,C2,1
20000,20000, 60 months,16.99,496.95,D,D1,1
12000,12000, 36 months,10.16,388.11,B,B1,1
35000,35000, 36 months,8.24,1100.66,B,B1,1
10000,10000, 36 months,11.67,330.57,B,B4,1
4150,4150, 36 months,18.39,150.85,E,E2,1
20000,20000, 60 months,16.59,492.66,D,D2,1
5500,5500, 36 months,20.99,207.19,E,E4,1
12000,12000, 36 months,7.49,373.22,A,A4,1
15000,15000, 36 months,12.49,501.74,B,B5,1
15600,15600, 36 months,12.13,519.12,B,B5,1
30000,30000, 36 months,8.24,943.42,B,B1,1
24000,24000, 36 months,7.96,751.63,A,A5,1
20000,20000, 60 months,11.67,441.57,B,B4,1
22000,22000, 60 months,10.99,478.23,B,B4,1
16000,16000, 60 months,15.99,389.01,D,D2,1
6000,6000, 36 months,5.32,180.69,A,A1,1
20000,20000, 36 months,11.99,664.2,B,B5,1
28000,28000, 36 months,8.9,889.09,A,A5,1
6275,6275, 36 months,7.99,196.61,A,A5,1
15000,15000, 36 months,12.12,499.08,B,B3,1
23500,23500, 60 months,12.35,526.92,B,B4,1
1000,1000, 36 months,11.06,32.77,B,B3,1
5000,5000, 36 months,18.85,182.91,D,D3,1
20000,20000, 60 months,19.52,524.56,E,E3,1
14000,14000, 36 months,9.17,446.31,B,B2,1
10000,10000, 36 months,11.67,330.57,B,B4,1
11200,11200, 60 months,28.69,353.4,F,F1,1
6025,6025, 36 months,11.49,198.66,B,B5,1
11200,11200, 60 months,18.24,285.88,D,D5,1
10800,10800, 36 months,5.32,325.24,A,A1,1
3000,3000, 36 months,13.33,101.56,C,C3,1
16000,16000, 36 months,7.59,498.37,A,A3,1
15450,15450, 36 months,14.49,531.73,C,C4,1
10000,10000, 60 months,11.99,222.4,B,B5,1
10050,10050, 36 months,8.9,319.12,A,A5,1
7800,7800, 36 months,11.99,259.04,C,C1,1
14400,14400, 36 months,12.35,480.7,B,B4,1
5200,5200, 36 months,6.62,159.66,A,A2,1
20000,20000, 60 months,25.8,596.45,G,G1,1
4500,4500, 36 months,13.59,152.91,C,C2,1
4800,4800, 36 months,15.31,167.13,C,C2,1
30000,30000, 36 months,20.0,1114.91,D,D4,1
8000,8000, 36 months,14.99,277.29,C,C4,1
18000,18000, 36 months,9.16,573.74,B,B2,1
12000,12000, 36 months,14.46,412.82,C,C4,1
4375,4375, 36 months,18.75,159.82,D,D3,1
15000,15000, 36 months,7.49,466.53,A,A4,1
15000,15000, 36 months,7.69,467.91,A,A4,1
35000,35000, 36 months,8.18,1099.69,B,B1,1
7500,7500, 36 months,22.74,289.31,E,E1,1
4800,4800, 36 months,15.99,168.74,C,C5,1
12000,12000, 36 months,11.67,396.69,B,B4,1
24100,24100, 36 months,19.99,895.52,E,E1,1
8000,8000, 36 months,16.01,281.3,C,C5,1
11050,11050, 60 months,15.41,265.27,D,D1,1
12300,12300, 36 months,13.98,420.27,C,C3,1
9000,9000, 36 months,6.24,274.78,A,A2,1
20000,20000, 60 months,15.31,479.06,C,C5,1
20000,20000, 60 months,18.75,516.07,D,D3,1
17050,17050, 36 months,13.53,578.85,B,B5,1
5000,5000, 60 months,15.65,120.67,D,D4,1
8000,8000, 36 months,9.99,258.1,B,B3,1
25000,25000, 36 months,17.57,898.43,D,D2,1
28500,28500, 36 months,12.69,956.03,C,C2,1
21000,21000, 36 months,10.99,687.42,B,B2,1
26000,26000, 60 months,15.99,632.14,C,C5,1
30000,30000, 36 months,17.57,1078.12,D,D2,1
8000,8000, 36 months,14.08,273.74,C,C3,1
7500,7500, 36 months,6.03,228.27,A,A1,1
6000,6000, 36 months,6.72,184.5,A,A3,1
11500,11500, 36 months,13.67,391.21,B,B5,1
10000,10000, 36 months,12.69,335.45,C,C2,1
21000,21000, 60 months,13.99,488.53,C,C4,1
9350,9350, 36 months,17.86,337.37,D,D5,1
15000,15000, 36 months,16.46,530.77,C,C5,1
8325,8325, 36 months,18.25,302.02,D,D2,1
11000,11000, 36 months,17.77,396.41,D,D1,1
5950,5950, 36 months,18.99,218.08,E,E1,1
7525,7525, 36 months,11.99,249.91,C,C1,1
18000,18000, 36 months,7.89,563.15,A,A5,1
7200,7200, 36 months,16.99,256.67,D,D1,1
15000,15000, 36 months,8.99,476.93,B,B1,1
2000,2000, 36 months,13.99,68.35,C,C4,1
7000,7000, 36 months,8.39,220.62,A,A5,1
10000,10000, 60 months,12.79,226.46,C,C1,1
11500,11500, 36 months,6.39,351.89,A,A2,1
8000,8000, 36 months,7.07,247.28,A,A2,1
25200,25200, 60 months,12.74,570.03,C,C1,1
20000,20000, 36 months,11.99,664.2,C,C1,1
14000,14000, 36 months,11.67,462.8,B,B4,1
33000,33000, 36 months,16.02,1160.51,C,C5,1
15000,15000, 60 months,16.99,372.71,D,D1,1
7500,7500, 36 months,8.9,238.15,A,A5,1
17000,17000, 60 months,9.99,361.12,B,B3,1
10000,10000, 36 months,13.49,339.31,C,C2,1
25600,25600, 60 months,13.98,595.41,C,C3,1
23850,23850, 60 months,18.75,615.41,D,D3,1
3600,3600, 36 months,17.57,129.38,D,D4,1
13875,13875, 60 months,20.49,371.4,E,E2,1
20000,20000, 36 months,13.05,674.37,B,B5,1
25000,25000, 36 months,8.18,785.49,B,B1,1
15000,15000, 60 months,17.57,377.41,D,D4,1
35000,35000, 60 months,19.99,927.1,D,D4,1
3475,3475, 36 months,15.61,121.51,D,D1,1
4875,4875, 36 months,17.57,175.2,D,D4,1
25000,25000, 60 months,9.17,521.03,B,B2,1
2000,2000, 36 months,7.62,62.33,A,A3,1
19000,19000, 36 months,17.99,686.81,D,D2,1
15000,15000, 36 months,16.99,534.72,D,D1,1
6000,6000, 36 months,7.89,187.72,A,A5,1
28000,28000, 60 months,16.78,692.57,C,C5,1
15250,15250, 36 months,15.99,536.07,D,D2,1
3000,3000, 36 months,6.19,91.53,A,A2,1
15000,15000, 36 months,8.18,471.3,B,B1,1
25000,25000, 60 months,24.99,733.64,F,F4,1
8000,8000, 36 months,12.99,269.52,C,C1,1
22000,22000, 36 months,10.99,720.15,B,B2,1
25000,25000, 60 months,9.76,528.23,B,B3,1
6000,6000, 36 months,12.29,200.12,C,C1,1
24000,24000, 60 months,23.7,686.26,F,F1,1
6000,6000, 36 months,15.1,208.29,C,C2,1
32000,32000, 60 months,14.49,752.74,C,C4,1
20000,20000, 60 months,9.99,424.85,B,B3,1
3600,3600, 36 months,11.49,118.7,B,B5,1
12000,12000, 36 months,7.89,375.43,A,A5,1
10000,10000, 36 months,9.25,319.17,A,A5,1
20000,20000, 60 months,18.25,510.6,E,E1,1
12375,12375, 36 months,10.91,404.62,C,C3,1
15000,15000, 36 months,11.99,498.15,C,C1,1
15000,15000, 60 months,13.99,348.95,C,C4,1
25000,25000, 36 months,13.99,854.32,C,C4,1
17000,17000, 36 months,13.99,580.94,C,C4,1
17000,17000, 36 months,6.39,520.19,A,A2,1
1325,1325, 36 months,18.94,48.53,D,D2,1
17000,17000, 36 months,10.99,556.48,B,B4,1
12000,12000, 36 months,10.15,388.06,B,B2,1
6500,6500, 36 months,6.89,200.38,A,A3,1
10000,10000, 60 months,13.58,230.52,C,C2,1
10200,10200, 36 months,7.69,318.18,A,A4,1
15000,15000, 36 months,18.99,549.77,E,E1,1
15000,15000, 36 months,15.05,520.37,D,D4,1
30000,30000, 60 months,14.99,713.55,C,C4,1
4000,4000, 36 months,10.42,129.86,B,B3,1
39000,39000, 36 months,9.93,1257.14,B,B2,1
7200,7200, 36 months,6.03,219.14,A,A1,1
5000,5000, 36 months,9.93,161.18,B,B2,1
18250,18250, 60 months,13.68,421.63,C,C1,1
8000,8000, 36 months,10.75,260.97,B,B4,1
6000,6000, 36 months,11.53,197.95,B,B5,1
13000,13000, 36 months,12.12,432.54,B,B3,1
10000,10000, 60 months,12.74,226.21,C,C1,1
6700,6700, 36 months,13.35,226.89,C,C2,1
15000,15000, 36 months,7.89,469.29,A,A5,1
24000,24000, 36 months,13.98,820.04,C,C1,1
6000,6000, 36 months,13.49,203.59,C,C2,1
20000,20000, 36 months,7.49,622.04,A,A4,1
5000,5000, 36 months,6.03,152.18,A,A1,1
20000,20000, 60 months,22.74,560.83,E,E1,1
6400,6400, 36 months,13.35,216.73,C,C2,1
33500,33500, 60 months,12.29,750.11,C,C1,1
12000,12000, 36 months,12.29,400.24,C,C1,1
28000,28000, 36 months,5.32,843.22,A,A1,1
16000,16000, 36 months,13.67,544.29,C,C3,1
30000,30000, 60 months,13.98,697.74,C,C3,1
6700,6700, 36 months,7.35,207.96,A,A4,1
11025,11025, 36 months,15.61,385.49,D,D1,1
3000,3000, 36 months,11.44,98.85,B,B4,1
11200,11200, 60 months,25.83,334.21,G,G2,1
7500,7500, 36 months,16.99,267.36,D,D3,1
6000,6000, 36 months,11.49,197.83,B,B5,1
1000,1000, 36 months,7.21,30.98,A,A3,1
11550,11550, 36 months,15.61,403.85,D,D1,1
6200,6200, 36 months,8.18,194.81,B,B1,1
24000,24000, 60 months,11.44,527.1,B,B4,1
2400,2400, 36 months,19.05,88.04,D,D4,1
9000,9000, 36 months,11.39,296.32,B,B3,1
3900,3900, 36 months,18.25,141.49,D,D3,1
15000,15000, 36 months,13.59,509.69,C,C2,1
20000,20000, 36 months,7.39,621.12,A,A4,1
3525,3525, 36 months,13.99,120.46,C,C4,1
15250,15250, 36 months,14.33,523.66,C,C1,1
8000,8000, 36 months,8.24,251.58,B,B1,1
8000,8000, 36 months,18.99,293.21,D,D3,1
40000,40000, 36 months,7.34,1241.32,A,A4,1
17500,17500, 36 months,13.35,592.6,C,C2,1
15000,15000, 36 months,15.31,522.26,C,C5,1
8000,8000, 36 months,12.05,265.91,C,C1,1
20000,20000, 36 months,9.17,637.58,B,B2,1
5500,5500, 36 months,6.68,169.03,A,A3,1
6000,6000, 36 months,9.44,192.03,B,B1,1
4500,4500, 36 months,18.45,163.71,D,D2,1
14400,14400, 36 months,10.64,468.99,B,B2,1
22400,22400, 36 months,13.44,759.51,C,C3,1
14400,14400, 60 months,18.99,373.47,D,D3,1
15000,15000, 36 months,8.99,476.93,B,B1,1
15000,15000, 36 months,8.19,471.37,A,A5,1
3600,3600, 36 months,11.39,118.53,B,B3,1
17500,17500, 60 months,12.29,391.85,C,C1,1
25000,25000, 36 months,13.99,854.32,C,C4,1
18000,18000, 36 months,8.18,565.56,B,B1,1
12000,12000, 36 months,9.44,384.06,B,B1,1
35000,35000, 60 months,16.29,856.54,C,C4,1
4000,4000, 36 months,10.91,130.79,B,B4,1
14850,14850, 36 months,17.27,531.45,D,D3,1
18000,18000, 60 months,16.2,439.65,C,C4,1
16800,16800, 60 months,16.99,417.44,D,D3,1
3600,3600, 36 months,19.52,132.92,E,E2,1
10000,10000, 36 months,5.32,301.15,A,A1,1
3000,3000, 36 months,9.32,95.85,A,A4,1
3000,3000, 36 months,18.25,108.84,D,D3,1
25000,25000, 60 months,13.49,575.12,C,C2,1
7000,7000, 36 months,9.17,223.16,B,B2,1
39550,39550, 36 months,13.67,1345.4,C,C3,1
20000,20000, 60 months,16.29,489.45,D,D2,1
5200,5200, 36 months,13.99,177.7,C,C3,1
12000,12000, 36 months,11.53,395.89,B,B5,1
40000,40000, 60 months,17.99,1015.52,D,D2,1
8000,8000, 36 months,18.25,290.23,D,D2,1
10000,10000, 60 months,18.06,254.27,D,D2,1
8000,8000, 36 months,8.18,251.36,B,B1,1
15000,15000, 60 months,10.99,326.07,B,B4,1
12000,12000, 36 months,7.12,371.19,A,A3,1
15000,15000, 36 months,6.97,462.96,A,A3,1
23450,23450, 60 months,23.99,674.48,F,F2,1
8600,8600, 36 months,12.69,288.49,C,C2,1
10000,10000, 36 months,8.59,316.1,A,A5,1
30000,30000, 60 months,12.62,676.78,C,C1,1
8000,8000, 36 months,7.26,247.97,A,A4,1
18900,18900, 36 months,14.49,650.47,C,C4,1
10000,10000, 36 months,6.49,306.45,A,A2,1
6400,6400, 36 months,8.18,201.09,B,B1,1
19125,19125, 36 months,15.61,668.71,C,C4,1
30375,30375, 36 months,20.99,1144.23,E,E4,1
5600,5600, 36 months,12.79,188.13,C,C1,1
24000,24000, 36 months,7.97,751.75,A,A5,1
12000,12000, 60 months,15.59,289.21,C,C5,1
2000,2000, 36 months,16.99,71.3,D,D3,1
22000,22000, 60 months,23.76,629.84,F,F4,1
9550,9550, 36 months,16.29,337.12,D,D2,1
6000,6000, 36 months,5.32,180.69,A,A1,1
22500,22500, 36 months,6.72,691.86,A,A3,1
2850,2850, 36 months,14.65,98.31,C,C5,1
7200,7200, 36 months,11.99,239.11,C,C1,1
16000,16000, 60 months,9.93,339.41,B,B2,1
4500,4500, 36 months,14.33,154.53,C,C1,1
26400,26400, 60 months,22.74,740.3,E,E1,1
7200,7200, 36 months,5.93,218.81,A,A1,1
25000,17525, 60 months,13.72,405.24,C,C5,1
32000,32000, 36 months,12.99,1078.06,C,C2,1
30000,30000, 36 months,11.47,988.86,B,B5,1
30000,30000, 60 months,9.8,634.47,B,B3,1
15000,15000, 36 months,12.85,504.33,B,B4,1
6400,6400, 36 months,12.49,214.08,B,B4,1
10000,10000, 36 months,8.39,315.17,A,A5,1
6800,6800, 36 months,7.51,211.56,A,A3,1
17550,17550, 36 months,11.67,580.15,B,B4,1
2000,2000, 36 months,12.62,67.03,C,C1,1
20000,20000, 36 months,7.24,619.74,A,A3,1
8400,8400, 36 months,9.17,267.79,B,B2,1
14000,14000, 36 months,17.99,506.07,D,D2,1
8000,8000, 36 months,9.17,255.04,B,B2,1
15000,15000, 36 months,8.9,476.3,A,A5,1
35000,35000, 36 months,8.18,1099.69,B,B1,1
7000,7000, 36 months,15.31,243.73,C,C5,1
19200,19200, 60 months,17.57,483.08,D,D4,1
12000,12000, 36 months,7.07,370.91,A,A2,1
25000,25000, 36 months,10.49,812.45,B,B3,1
35000,35000, 60 months,18.06,889.92,D,D2,1
25000,25000, 36 months,14.99,866.52,C,C4,1
35000,35000, 36 months,8.67,1107.63,B,B1,1
13000,13000, 36 months,12.79,436.71,C,C1,1
14000,14000, 60 months,27.79,434.13,F,F5,1
19825,19825, 60 months,15.8,480.01,C,C3,1
2400,2400, 36 months,16.99,85.56,D,D3,1
6500,6500, 36 months,5.32,195.75,A,A1,1
6000,6000, 36 months,16.29,211.81,C,C4,1
8000,8000, 36 months,5.32,240.92,A,A1,1
17250,17250, 36 months,12.69,578.65,C,C2,1
15000,15000, 36 months,7.26,464.95,A,A4,1
10000,10000, 36 months,17.56,359.33,D,D1,1
9600,9600, 36 months,12.74,322.27,C,C1,1
6000,6000, 36 months,7.89,187.72,A,A5,1
5875,5875, 36 months,20.2,218.94,E,E3,1
12000,12000, 36 months,11.49,395.66,B,B5,1
20400,20400, 36 months,6.92,629.15,A,A4,1
14700,14700, 36 months,13.33,497.65,C,C3,1
25000,25000, 60 months,17.57,629.01,D,D4,1
14000,14000, 36 months,9.93,451.29,B,B2,1
25000,25000, 60 months,18.25,638.25,D,D3,1
8000,8000, 36 months,12.69,268.36,C,C2,1
15000,15000, 36 months,9.99,483.94,B,B3,1
9000,9000, 36 months,12.62,301.61,C,C1,1
26000,26000, 60 months,9.99,552.3,B,B3,1
35000,35000, 36 months,16.55,1240.03,D,D2,1
17150,17150, 60 months,23.99,493.28,E,E2,1
6750,6750, 36 months,16.02,237.38,C,C5,1
12000,12000, 36 months,9.75,385.8,B,B3,1
15000,15000, 36 months,10.16,485.14,B,B1,1
6000,6000, 36 months,9.44,192.03,B,B1,1
7200,7200, 36 months,15.8,252.43,C,C3,1
20000,20000, 36 months,9.93,644.69,B,B2,1
20000,20000, 36 months,9.17,637.58,B,B2,1
16000,16000, 36 months,12.79,537.49,C,C1,1
24000,24000, 36 months,14.99,831.86,C,C4,1
10000,10000, 36 months,12.49,334.49,B,B4,1
8675,8675, 36 months,17.09,309.68,D,D1,1
11100,11100, 36 months,12.49,371.29,B,B4,1
7475,7475, 36 months,17.57,268.63,D,D4,1
30000,30000, 60 months,10.49,644.67,B,B3,1
25000,25000, 36 months,12.39,835.03,C,C1,1
15000,15000, 36 months,6.49,459.67,A,A2,1
14000,14000, 60 months,16.99,347.87,D,D3,1
20000,20000, 60 months,18.84,517.06,E,E2,1
11000,11000, 36 months,12.99,370.59,B,B5,1
18000,18000, 60 months,30.65,589.57,F,F4,1
35000,35000, 60 months,16.55,861.4,D,D2,1
21000,21000, 36 months,10.99,687.42,B,B4,1
8000,8000, 36 months,12.62,268.09,C,C1,1
18000,18000, 36 months,9.75,578.7,B,B3,1
8000,8000, 36 months,9.16,255,B,B2,1
14500,14500, 36 months,10.99,474.65,B,B4,1
2400,2400, 36 months,9.44,76.82,B,B1,1
18000,18000, 60 months,22.15,498.68,E,E5,1
7525,7525, 36 months,13.65,255.91,C,C1,1
6000,6000, 36 months,8.9,190.52,A,A5,1
3200,3200, 36 months,12.49,107.04,B,B4,1
15000,15000, 36 months,9.17,478.19,B,B2,1
12000,12000, 36 months,11.53,395.89,B,B5,1
15000,15000, 36 months,14.99,519.91,C,C5,1
5000,5000, 36 months,10.78,163.18,B,B4,1
20000,20000, 36 months,6.03,608.72,A,A1,1
2000,2000, 36 months,12.53,66.94,C,C1,1
17500,17500, 36 months,8.18,549.85,B,B1,1
17000,17000, 60 months,15.05,404.88,C,C4,1
1000,1000, 36 months,11.48,32.97,B,B5,1
9300,9300, 36 months,15.8,326.05,C,C3,1
12000,12000, 36 months,10.78,391.62,B,B4,1
12000,12000, 60 months,13.99,279.16,C,C3,1
19950,19950, 60 months,20.99,539.61,E,E4,1
12000,12000, 36 months,7.9,375.49,A,A4,1
7000,7000, 36 months,12.99,235.83,B,B5,1
12000,12000, 36 months,13.11,404.97,B,B4,1
30000,30000, 60 months,14.49,705.7,C,C4,1
8000,8000, 36 months,9.17,255.04,B,B2,1
7000,7000, 36 months,13.11,236.23,B,B4,1
7000,7000, 36 months,10.99,229.14,B,B4,1
3150,3150, 36 months,13.67,107.16,C,C4,1
15000,15000, 60 months,14.31,351.44,C,C4,1
6500,6500, 36 months,14.33,223.2,C,C1,1
10000,10000, 36 months,8.18,314.2,B,B1,1
35000,35000, 36 months,7.26,1084.87,A,A4,1
13000,13000, 36 months,13.61,441.86,C,C2,1
30175,30175, 60 months,21.99,833.23,F,F1,1
35000,35000, 60 months,12.99,796.18,C,C1,1
18250,11150, 36 months,13.35,377.58,C,C4,1
28550,28550, 60 months,18.55,733.56,E,E2,1
4800,4800, 36 months,7.39,149.07,A,A4,1
6000,6000, 36 months,13.59,203.88,C,C2,1
15000,15000, 36 months,7.89,469.29,A,A5,1
8000,8000, 36 months,19.47,295.16,D,D5,1
10000,10000, 36 months,14.33,343.39,C,C1,1
11000,11000, 36 months,6.68,338.05,A,A3,1
9000,9000, 36 months,10.47,292.4,B,B2,1
35000,35000, 36 months,8.18,1099.69,B,B1,1
20000,20000, 60 months,15.1,476.85,C,C2,1
18000,18000, 60 months,10.49,386.81,B,B3,1
5200,5200, 36 months,6.49,159.36,A,A2,1
33000,33000, 60 months,16.29,807.59,D,D1,1
25000,25000, 60 months,24.49,726.33,E,E3,1
20000,20000, 36 months,10.15,646.76,B,B2,1
15000,15000, 36 months,15.22,521.6,C,C3,1
20000,20000, 36 months,16.99,712.96,D,D1,1
24850,24850, 36 months,13.67,845.34,C,C3,1
25000,25000, 36 months,12.59,837.43,C,C2,1
7650,7650, 36 months,19.99,284.27,E,E4,1
35000,35000, 36 months,15.1,1215.01,C,C2,1
8000,8000, 36 months,8.39,252.14,A,A5,1
13000,13000, 36 months,9.99,419.42,B,B3,1
17725,17725, 60 months,16.99,440.42,D,D3,1
12000,12000, 36 months,13.33,406.24,C,C3,1
4000,4000, 36 months,8.59,126.44,A,A5,1
25000,25000, 36 months,5.32,752.87,A,A1,1
21600,21600, 60 months,9.75,456.29,B,B3,1
10000,10000, 36 months,13.11,337.47,B,B4,1
20000,20000, 36 months,14.99,693.21,C,C5,1
20000,20000, 36 months,11.55,660,B,B3,1
1500,1500, 36 months,13.53,50.93,B,B5,1
7000,7000, 36 months,7.89,219,A,A5,1
10000,10000, 36 months,7.9,312.91,A,A4,1
33425,33425, 36 months,11.14,1096.51,B,B2,1
20000,20000, 36 months,8.9,635.07,A,A5,1
5000,5000, 36 months,9.17,159.4,B,B2,1
8125,8125, 36 months,18.99,297.79,D,D4,1
13000,13000, 36 months,9.67,417.47,B,B1,1
21000,21000, 60 months,28.69,662.63,F,F1,1
30000,30000, 60 months,23.99,862.87,F,F3,1
15000,15000, 36 months,14.08,513.25,C,C3,1
10500,10500, 36 months,13.67,357.19,C,C3,1
9450,9450, 36 months,13.35,320.01,C,C2,1
10500,10500, 36 months,14.99,363.94,C,C5,1
5000,5000, 36 months,15.77,175.22,D,D1,1
20000,20000, 36 months,7.12,618.64,A,A3,1
8400,8400, 36 months,7.07,259.64,A,A2,1
8000,8000, 36 months,7.99,250.66,A,A5,1
24000,24000, 60 months,18.49,615.86,D,D2,1
7200,7200, 36 months,14.99,249.56,C,C4,1
10000,10000, 36 months,13.33,338.54,C,C3,1
24000,24000, 36 months,6.62,736.89,A,A2,1
5000,5000, 36 months,8.9,158.77,A,A5,1
6000,6000, 36 months,10.99,196.41,B,B4,1
25000,25000, 36 months,8.39,787.92,A,A5,1
10400,10400, 36 months,5.32,313.2,A,A1,1
16000,16000, 36 months,17.14,571.56,D,D4,1
10575,10575, 36 months,13.67,359.74,B,B5,1
17000,17000, 60 months,16.99,422.41,D,D1,1
22500,22500, 36 months,14.49,774.37,C,C4,1
4450,4450, 36 months,17.14,158.97,D,D4,1
3600,3600, 36 months,12.69,120.77,C,C2,1
5000,5000, 36 months,14.98,173.28,C,C3,1
6200,6200, 36 months,5.32,186.72,A,A1,1
20000,20000, 60 months,8.9,414.2,A,A5,1
12000,12000, 60 months,15.05,285.8,C,C4,1
13100,13100, 36 months,12.29,436.93,C,C1,1
35000,35000, 36 months,9.17,1115.77,B,B2,1
2500,2500, 36 months,14.08,85.55,C,C3,1
15925,15925, 36 months,12.69,534.21,C,C2,1
16000,16000, 36 months,14.09,547.55,B,B5,1
18200,18200, 36 months,10.42,590.86,B,B3,1
12000,12000, 36 months,10.99,392.81,B,B4,1
28000,28000, 36 months,9.17,892.61,B,B1,1
15000,15000, 60 months,15.61,361.67,D,D1,1
20000,20000, 36 months,13.33,677.07,C,C3,1
20000,20000, 36 months,8.39,630.34,B,B1,1
20000,20000, 60 months,14.46,470.15,C,C4,1
4000,4000, 36 months,10.49,130,B,B3,1
6500,6500, 36 months,17.1,232.07,C,C5,1
20000,20000, 36 months,9.99,645.25,B,B3,1
10000,10000, 36 months,13.98,341.68,C,C3,1
11000,11000, 60 months,14.99,261.64,C,C5,1
3000,3000, 36 months,9.88,96.64,B,B1,1
8000,8000, 36 months,12.99,269.52,C,C2,1
5500,5500, 36 months,11.67,181.82,B,B4,1
15000,15000, 36 months,8.9,476.3,A,A5,1
15600,15600, 60 months,18.54,400.74,E,E1,1
